gid,pop2009,county,subcounty,ward,uid,scuid,cuid,voters,david_waih,george_waj,raila_odin,reuben_kig,william_ru
1920,34924,Kisumu,Kisumu Central Sub County,Railways Ward,ZplKg3SMkIC,OpLt8IgyHop,tAbBVBbueqD,,,,,,
1921,19826,Kisumu,Kisumu Central Sub County,Migosi Ward,oz6zXuKWiR9,OpLt8IgyHop,tAbBVBbueqD,,,,,,
1998,20710,Kisii,Nyaribari Chache  Sub County,Ibeno Ward,v0dNWrWeT7B,fFh3beH29fD,sPkRcDvhGWA,,,,,,
1999,27611,Kisii,Kitutu Chache North Sub County,Monyerero Ward,PwxIcksWPYQ,cQkF9l9wePP,sPkRcDvhGWA,,,,,,
2001,28161,Kisii,Kitutu Chache North Sub County,Marani Ward,BR5uAoEu5yV,cQkF9l9wePP,sPkRcDvhGWA,,,,,,
2002,20558,Kisii,Kitutu Chache North Sub County,Kegogi Ward,O8hNbyssZJJ,cQkF9l9wePP,sPkRcDvhGWA,,,,,,
2003,24872,Kisii,Kitutu Chache South Sub County,Bogusero Ward,rWETDR5My3k,gPR82w2xgJZ,sPkRcDvhGWA,,,,,,
2004,13254,Kisii,Kitutu Chache South Sub County,Bogeka Ward,TwsN9rzFim6,gPR82w2xgJZ,sPkRcDvhGWA,,,,,,
2007,20546,Kisii,Kitutu Chache South Sub County,Nyatieko Ward,Dvfw4PI207c,gPR82w2xgJZ,sPkRcDvhGWA,,,,,,
2009,26453,Nairobi,Westlands  Sub County,Karura Ward,CNKaaMOOKGn,f1T0Ltob8VQ,jkG3zaihdSs,,,,,,
2010,44564,Nairobi,Westlands  Sub County,Kangemi Ward,HWHpeXSxVCb,f1T0Ltob8VQ,jkG3zaihdSs,,,,,,
2011,36135,Nairobi,Westlands  Sub County,Mountain View Ward,Wrx3LFjULLl,f1T0Ltob8VQ,jkG3zaihdSs,,,,,,
678,33297,TRANS NZOIA,Kwanza  Sub County,Keiyo Ward,HSm3Cq7ZrWd,ABy8CNqf2e7,mThvosEflAU,,,,,,
2014,45872,Nairobi,Dagoretti North Sub County,Gatina Ward,ufzdiFbvPYg,CcTr4bcVGAG,jkG3zaihdSs,,,,,,
780,21390,NANDI,Mosop Sub County,Sangalo/kebulonik Ward,Vh31LHi1RC8,Xtb7tbJpk9p,t0J75eHKxz5,,,,,,
786,18390,BARINGO,Tiaty Sub County,Tangulbei/korossi Ward,i4HY1pMsQ4q,Mk4bMOSMRTB,vvOK1BxTbet,,,,,,
2023,33377,Nairobi,Langata  Sub County,Nairobi West Ward,uPv6CYD6np2,aTGYlhEw2Xx,jkG3zaihdSs,,,,,,
2024,47037,Nairobi,Langata  Sub County,Mugumo-ini Ward,oFPmL4TCoWb,aTGYlhEw2Xx,jkG3zaihdSs,,,,,,
787,21227,BARINGO,Tiaty Sub County,Churo/amaya Ward,gF0VBsLJhxK,Mk4bMOSMRTB,vvOK1BxTbet,,,,,,
788,23986,BARINGO,Baringo North Sub County,Barwessa Ward,OlKUTmnTY57,bqtTmWcikTN,vvOK1BxTbet,,,,,,
789,19092,BARINGO,Baringo North Sub County,Kabartonjo Ward,hOymt7wmmCI,bqtTmWcikTN,vvOK1BxTbet,,,,,,
790,21046,BARINGO,Baringo North Sub County,Saimoi/kipsaraman Ward,PS4XNPha7bO,bqtTmWcikTN,vvOK1BxTbet,,,,,,
791,17814,BARINGO,Baringo North Sub County,Saimo/soi Ward,SRnkv6Fgvoh,bqtTmWcikTN,vvOK1BxTbet,,,,,,
792,11851,BARINGO,Baringo North Sub County,Bartabwa Ward,Tdyu1iQYirq,bqtTmWcikTN,vvOK1BxTbet,,,,,,
793,23430,BARINGO,Baringo Central Sub County,Kabarnet Ward,Kn2aiEXbw5B,k7Rj54u6dMx,vvOK1BxTbet,,,,,,
2025,47202,Nairobi,Langata  Sub County,South C Ward,ZWRytukDvQ7,aTGYlhEw2Xx,jkG3zaihdSs,,,,,,
795,9567,BARINGO,Baringo Central Sub County,Tenges Ward,l7Lt0CsaQGl,k7Rj54u6dMx,vvOK1BxTbet,,,,,,
796,17021,BARINGO,Baringo Central Sub County,Ewalel/chapchap Ward,Uq1zAqIJXv3,k7Rj54u6dMx,vvOK1BxTbet,,,,,,
797,16232,BARINGO,Baringo Central Sub County,Kapropita Ward,er24ckvh14d,k7Rj54u6dMx,vvOK1BxTbet,,,,,,
798,27669,BARINGO,Marigat Sub County,Marigat Ward,bVD6U8Bf6As,dSLnPmNlm8Q,vvOK1BxTbet,,,,,,
799,16000,BARINGO,Marigat Sub County,Iichamus Ward,zI7CuvCQcos,dSLnPmNlm8Q,vvOK1BxTbet,,,,,,
800,27699,BARINGO,Marigat Sub County,Mochongoi Ward,RUfWwfXjF1B,dSLnPmNlm8Q,vvOK1BxTbet,,,,,,
2026,24191,Nairobi,Langata  Sub County,Nyayo Highrise Ward,IDtR0R9o2Q4,aTGYlhEw2Xx,jkG3zaihdSs,,,,,,
2027,28182,Nairobi,Kibra  Sub County,Laini Saba Ward,sFC62axqvzl,LO5he3DtiFG,jkG3zaihdSs,,,,,,
930,5692,KAJIADO,Kajiado West Sub County,Mosiro Ward,gV7ZuBU4q7U,wYsCfCAUWNB,Hsk1YV8kHkT,,,,,,
931,23779,KAJIADO,Loitokitok Sub County,Entonet/lenkism Ward,u3IXGUmWgZ2,eyADpAXM834,Hsk1YV8kHkT,,,,,,
932,18617,KAJIADO,Loitokitok Sub County,Imbrikani/eselelnkei Ward,fBbEs297NMY,eyADpAXM834,Hsk1YV8kHkT,,,,,,
933,37147,KAJIADO,Loitokitok Sub County,Kuku Ward,aLPl4YD1hzh,eyADpAXM834,Hsk1YV8kHkT,,,,,,
934,37604,KAJIADO,Loitokitok Sub County,Rombo Ward,Zk0ZFibhfaI,eyADpAXM834,Hsk1YV8kHkT,,,,,,
2028,52521,Nairobi,Kibra  Sub County,Lindi Ward,taVVtCXxo50,LO5he3DtiFG,jkG3zaihdSs,,,,,,
936,24553,KERICHO,Kipkelion East Sub County,Londiani Ward,hnO1LFuQFvR,gU0Cz7Qlfss,ihZsJ8alvtb,,,,,,
2029,35028,Nairobi,Kibra  Sub County,Makina Ward,tZfKaFDQcdW,LO5he3DtiFG,jkG3zaihdSs,,,,,,
2031,54347,Nairobi,Kibra  Sub County,Sarang'ombe Ward,dYniZG1Q7Tk,LO5he3DtiFG,jkG3zaihdSs,,,,,,
2032,47188,Nairobi,Roysambu  Sub County,Githurai Ward,FNDsOKdbWTO,j7GpbairCOi,jkG3zaihdSs,,,,,,
2033,39994,Nairobi,Roysambu  Sub County,Kahawa West,gJel307q0y1,j7GpbairCOi,jkG3zaihdSs,,,,,,
2036,25265,Nairobi,Roysambu  Sub County,Kahawa,ihmR2IRWnpi,j7GpbairCOi,jkG3zaihdSs,,,,,,
2037,39963,Nairobi,Kasarani  Sub County,Clay City,bF28Xs26tXA,FoqzDgIByL6,jkG3zaihdSs,,,,,,
2040,34523,Nairobi,Kasarani  Sub County,Njiru Ward,aZGmpSZ2M0H,FoqzDgIByL6,jkG3zaihdSs,,,,,,
2041,35961,Nairobi,Kasarani  Sub County,Ruai Ward,wskDg8KQ0v3,FoqzDgIByL6,jkG3zaihdSs,,,,,,
2042,40036,Nairobi,Ruaraka  Sub County,Babandogo,OObzseEJrMs,Cc8uEFkzfVf,jkG3zaihdSs,,,,,,
2043,36275,Nairobi,Ruaraka  Sub County,Utalii Ward,r1YlC9GTC4S,Cc8uEFkzfVf,jkG3zaihdSs,,,,,,
2048,24359,Nairobi,Embakasi South Sub County,Kwa Njenga Ward,XnWPNKPDxxo,aDp1odOWYC1,jkG3zaihdSs,,,,,,
2056,45567,Nairobi,Embakasi North Sub County,Dandora Area Iv Ward,rj9COmxBpVr,SSz1iOv28Jk,jkG3zaihdSs,,,,,,
2049,26015,Nairobi,Embakasi South Sub County,Kwa Reuben Ward,HvcGWkiIxjp,aDp1odOWYC1,jkG3zaihdSs,,,,,,
2067,47811,Nairobi,Embakasi West Sub County,Umoja I Ward,Zmv9YmuisYs,aCwUX5V42Zz,jkG3zaihdSs,,,,,,
2051,23829,Nairobi,Embakasi South Sub County,Kware Ward,A1sIHVzJM77,aDp1odOWYC1,jkG3zaihdSs,,,,,,
2052,39342,Nairobi,Embakasi North Sub County,Kariobangi North Ward,YMBLUc2euxC,SSz1iOv28Jk,jkG3zaihdSs,,,,,,
2053,22802,Nairobi,Embakasi North Sub County,Dandora Area I Ward,Qusks6YHAmd,SSz1iOv28Jk,jkG3zaihdSs,,,,,,
2054,33675,Nairobi,Embakasi North Sub County,Dandora Area Ii Ward,KhxCmDKgYMT,SSz1iOv28Jk,jkG3zaihdSs,,,,,,
2055,40002,Nairobi,Embakasi North Sub County,Dandora Area Iii Ward,UrLRfZeC3Oq,SSz1iOv28Jk,jkG3zaihdSs,,,,,,
2057,39292,Nairobi,Embakasi Central Sub County,Kayole North Ward,ETN4UDiD5y5,XvpLXU47BKs,jkG3zaihdSs,,,,,,
2058,50712,Nairobi,Embakasi Central Sub County,Kayole Central Ward,BMzkWPbVOCH,XvpLXU47BKs,jkG3zaihdSs,,,,,,
2068,53666,Nairobi,Embakasi West Sub County,Umoja Ii Ward,ivNrlSMRNra,aCwUX5V42Zz,jkG3zaihdSs,,,,,,
2059,50317,Nairobi,Embakasi Central Sub County,Kayole South Ward,UJlaR99kRxm,XvpLXU47BKs,jkG3zaihdSs,,,,,,
2074,31022,Nairobi,Makadara  Sub County,Makongeni Ward,ov2muONmDh8,wwROy3Qkwin,jkG3zaihdSs,,,,,,
2060,35628,Nairobi,Embakasi Central Sub County,Komarock Ward,I6S3XcUsF34,XvpLXU47BKs,jkG3zaihdSs,,,,,,
2061,14930,Nairobi,Embakasi Central Sub County,Matopeni/spring Valley Ward,xhXsdnqx3eX,XvpLXU47BKs,jkG3zaihdSs,,,,,,
2076,43258,Nairobi,Kamukunji  Sub County,Eastleigh North Ward,i1zR9ESXM9L,qoLIT7y5f5c,jkG3zaihdSs,,,,,,
2062,45137,Nairobi,Embakasi East Sub County,Upper Savanna Ward,OaqOHmb6jNs,gD4xxgDGJ4Y,jkG3zaihdSs,,,,,,
2069,22953,Nairobi,Embakasi West Sub County,Mowlem Ward,ujYuDykrrXi,aCwUX5V42Zz,jkG3zaihdSs,,,,,,
2070,33036,Nairobi,Embakasi West Sub County,Kariobangi South Ward,WJ020FJI9yB,aCwUX5V42Zz,jkG3zaihdSs,,,,,,
2071,52293,Nairobi,Makadara  Sub County,Maringo/hamza Ward,Ao5e4mVaq7w,wwROy3Qkwin,jkG3zaihdSs,,,,,,
693,38731,TRANS NZOIA,Kiminini  Sub County,Nabiswa Ward,X1eiwwCQwbI,pzZHpL2ueIn,mThvosEflAU,,,,,,
2079,21699,Nairobi,Kamukunji  Sub County,California Ward,LR8RoEpERGM,qoLIT7y5f5c,jkG3zaihdSs,,,,,,
2075,37602,Nairobi,Kamukunji  Sub County,Pumwani Ward,x6E428s1HPf,qoLIT7y5f5c,jkG3zaihdSs,,,,,,
694,25890,TRANS NZOIA,Cherangany Sub County,Sinyerere Ward,hHfS8R69bEH,f18kGo9yXWo,mThvosEflAU,,,,,,
2078,43168,Nairobi,Kamukunji  Sub County,Airbase Ward,t4Suo8Enc7T,qoLIT7y5f5c,jkG3zaihdSs,,,,,,
133,22349,GARISSA,Garissa Sub County,Iftin Ward,sxXb2Lcz396,lQkHbTC1iRg,uyOrcHZBpW0,,,,,,
2080,13328,Nairobi,Starehe  Sub County,Nairobi Central Ward,KJHG9zDp2UR,nKHlZyN0lt9,jkG3zaihdSs,,,,,,
146,15013,GARISSA,Dadaab Sub County,Dertu Ward,s9YsYYqvjAs,EW4Jw4dVWBt,uyOrcHZBpW0,,,,,,
147,60390,GARISSA,Dadaab Sub County,Dadaab Ward,MG7qx3dHgee,EW4Jw4dVWBt,uyOrcHZBpW0,,,,,,
148,43741,GARISSA,Dadaab Sub County,LABISGALE Ward,IqrzDYsRJpA,EW4Jw4dVWBt,uyOrcHZBpW0,,,,,,
149,9469,GARISSA,Dadaab Sub County,Damajale Ward,Iz7ISZHUk3Q,EW4Jw4dVWBt,uyOrcHZBpW0,,,,,,
150,11440,GARISSA,Dadaab Sub County,Liboi Ward,OazP6bDZAb4,EW4Jw4dVWBt,uyOrcHZBpW0,,,,,,
151,12434,GARISSA,Dadaab Sub County,Abakaile Ward,Mn7xPHjxcxb,EW4Jw4dVWBt,uyOrcHZBpW0,,,,,,
756,20456,NANDI,Aldai Sub County,Terik Ward,ojy9ffncq0R,Sq2fLWnOCGg,t0J75eHKxz5,,,,,,
2081,25354,Nairobi,Starehe  Sub County,Ngara Ward Ward,QKZyfxaG8EJ,nKHlZyN0lt9,jkG3zaihdSs,,,,,,
2082,37062,Nairobi,Starehe  Sub County,Pangani Ward,DR0BSs3eYeC,nKHlZyN0lt9,jkG3zaihdSs,,,,,,
2083,10488,Nairobi,Starehe  Sub County,Ziwani/kariokor,nRw6kIlJ23L,nKHlZyN0lt9,jkG3zaihdSs,,,,,,
2086,20463,Nairobi,Mathare  Sub County,Hospital Ward,QzN4B49WE91,gh2kzpOFCeF,jkG3zaihdSs,,,,,,
2087,28260,Nairobi,Mathare  Sub County,Mabatini Ward,rD8Z7AgYLaS,gh2kzpOFCeF,jkG3zaihdSs,,,,,,
2089,34523,Nairobi,Mathare  Sub County,Ngei Ward,tsmsPb6qMFa,gh2kzpOFCeF,jkG3zaihdSs,,,,,,
2090,38374,Nairobi,Mathare  Sub County,Mlango Kubwa,lvETWuhiIMi,gh2kzpOFCeF,jkG3zaihdSs,,,,,,
2091,33824,Nairobi,Mathare  Sub County,Kiamaiko Ward,tgAB60BL0u9,gh2kzpOFCeF,jkG3zaihdSs,,,,,,
2092,31242,Nairobi,Westlands  Sub County,Kitisuru Ward,TpTOC5VcUGe,f1T0Ltob8VQ,jkG3zaihdSs,,,,,,
2093,23192,Muranga,Kangema Sub County,Kanyenya-ini Ward,lJIdDl7HaCT,U9CLTNIwehR,ahwTMNAJvrL,,,,,,
2094,34524,Muranga,Kangema Sub County,Muguru Ward,Mdn0FWVc1MX,U9CLTNIwehR,ahwTMNAJvrL,,,,,,
2095,19272,Muranga,Kangema Sub County,Rwathia Ward,UYC51WCz1R2,U9CLTNIwehR,ahwTMNAJvrL,,,,,,
